gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,prix,image_url
1,0.32,36.8665,10.1647,163.0,3.0,3.0,0.5,0.5305,2.0,43985.0,0.3273,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,550000.0,https://www.mubawab-media.com/ad/8/289/987F/h/photo_00_81821964.avif
1,0.32,36.8665,10.1647,140.0,3.0,2.0,0.5,0.5305,2.0,43985.0,0.3479,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,458000.0,https://www.mubawab-media.com/ad/8/242/595F/h/photo_0_81822028.avif
23,0.6867,36.819,10.1658,243.0,5.0,4.0,0.5,0.5524,2.0,2562.03,0.2742,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1185000.0,https://www.mubawab-media.com/ad/8/286/740F/h/805061ca-982b-4e6c-825d-673a42183cd0_81788203.avif
23,0.6867,36.819,10.1658,155.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.2742,4,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,789000.0,https://www.mubawab-media.com/ad/8/287/214F/h/WhatsApp%20Image%202026-01-16%20at%2010.20.51_81792996.avif
23,0.6867,36.819,10.1658,143.0,3.0,3.0,0.5,0.5524,2.0,2562.03,0.2742,4,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,650000.0,https://www.mubawab-media.com/ad/8/286/702F/h/f9352a68-c5ba-4bea-96a2-3bb788cdf041_81787953.avif
1,0.32,36.8665,10.1647,107.0,2.0,2.0,0.5,0.5305,2.0,43985.0,0.3128,4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,270000.0,https://www.mubawab-media.com/ad/8/275/623F/h/1_81667393.avif
1,0.32,36.8665,10.1647,120.0,3.0,3.0,0.5,0.5305,2.0,43985.0,0.277,4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,300000.0,https://www.mubawab-media.com/ad/8/275/702F/h/WhatsApp%20Image%202025-12-18%20at%2017.01.52%20%281%29_81668251.avif
1,0.3533,36.899,10.2358,116.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.2726,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,285000.0,https://www.mubawab-media.com/ad/8/270/058F/h/1000120689_81609292.avif
20,0.32,36.8,10.1,160.0,3.0,3.0,0.5,0.3244,2.0,110184.0,0.2762,4,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,320000.0,https://www.mubawab-media.com/ad/8/252/819F/h/IMG_9706_81714593.avif
1,0.3533,36.899,10.2358,181.0,5.0,4.0,0.5,0.4235,2.0,43985.0,0.3009,4,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,445000.0,https://www.mubawab-media.com/ad/8/297/328F/h/1_81902521.avif
23,0.4,36.8769,10.3247,70.0,4.0,1.0,0.5,0.8015,2.0,2562.03,0.3097,4,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,190000.0,https://www.mubawab-media.com/ad/8/297/318F/h/fa76d946-44c2-4bd6-b0fc-a073c1a959d0_81902437.avif
1,0.3533,36.899,10.2358,58.0,1.0,1.0,0.5,0.4235,2.0,43985.0,0.309,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,252000.0,https://www.mubawab-media.com/ad/8/297/320F/h/thumb_1270071_property_large_81902456.avif
20,0.3067,35.8604,10.5953,90.0,2.0,2.0,0.5,0.3642,2.0,150620.48,0.275,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,265000.0,https://www.mubawab-media.com/ad/8/209/665F/h/thumb_1155150_property_large_80960194.avif
20,0.3333,35.8245,10.6346,74.0,3.0,3.0,0.5,0.2902,2.0,150620.48,0.3244,4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,370000.0,https://www.mubawab-media.com/ad/8/197/499F/h/thumb_1142980_property_xlarge_80837496.avif
20,0.3067,35.8604,10.5953,160.0,4.0,4.0,0.5,0.3642,2.0,150620.48,0.3419,4,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,720000.0,https://www.mubawab-media.com/ad/8/273/619F/h/thumb_1228551_property_large_81647205.avif
20,0.3333,35.8245,10.6346,100.0,2.0,2.0,0.5,0.2902,2.0,150620.48,0.3176,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,260000.0,https://www.mubawab-media.com/ad/8/284/884F/h/thumb_1237430_property_large_81768508.avif
23,0.4,36.8769,10.3247,185.0,2.0,3.0,0.5,0.8015,2.0,2562.03,0.3365,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,620000.0,https://www.mubawab-media.com/ad/8/277/537F/h/thumb_1232354_property_large_81689451.avif
1,0.3533,36.899,10.2358,150.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.3289,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,295000.0,https://www.mubawab-media.com/ad/8/281/338F/h/IMG_8865_81735242.avif
16,0.13,36.8,10.1,83.0,1.0,1.0,0.5,0.2426,2.0,110184.0,0.3613,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000.0,https://www.mubawab-media.com/ad/8/209/826F/h/9dbcecad-1073-4b34-a1d2-0f9d14a85257_81579678.avif
3,0.32,36.8,10.1,110.0,3.0,2.0,0.5,0.2195,2.0,110184.0,0.3164,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,300000.0,https://www.mubawab-media.com/ad/8/287/767F/h/WhatsApp%20Image%202025-07-28%20at%2010.52.19%20%284%29_81798738.avif
1,0.3533,36.899,10.2358,155.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3148,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,530000.0,https://www.mubawab-media.com/ad/8/297/064F/h/WhatsApp%20Image%202026-02-03%20at%2019.40.14%20%281%29_81899730.avif
23,0.4,36.8769,10.3247,140.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3379,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,690000.0,https://www.mubawab-media.com/ad/8/288/677F/h/IMG_9226_81808399.avif
1,0.32,36.8665,10.1647,180.0,2.0,2.0,0.5,0.5305,2.0,43985.0,0.2895,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,365000.0,https://www.mubawab-media.com/ad/8/296/975F/h/thumb_1266878_property_large_81898909.avif
20,0.32,36.8,10.1,212.0,4.0,3.0,0.5,0.3244,2.0,110184.0,0.2806,4,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,835000.0,https://www.mubawab-media.com/ad/8/296/960F/h/WhatsApp%20Image%202026-02-03%20at%2015.48.57%20%281%29_81898719.avif
16,0.32,36.4561,10.7376,180.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3258,4,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,630000.0,https://www.mubawab-media.com/ad/8/296/942F/h/0_81898496.avif
23,0.4,36.8769,10.3247,182.0,7.0,3.0,0.5,0.8015,2.0,2562.03,0.3093,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,436800.0,https://www.mubawab-media.com/ad/8/296/847F/h/177d9e83-c794-449f-844c-fb1b8c328e64_81897503.avif
1,0.3533,36.899,10.2358,61.0,2.0,2.0,0.5,0.4235,2.0,43985.0,0.339,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,215000.0,https://www.mubawab-media.com/ad/8/260/002F/h/thumb_1216301_property_xlarge_81487460.avif
23,0.6867,36.819,10.1658,160.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3321,4,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,720000.0,https://www.mubawab-media.com/ad/7/928/577F/h/WhatsApp%20Image%202024-05-30%20at%2016.25.52_76293325_76293789.avif
3,0.14,36.8,10.1,134.0,4.0,3.0,0.5,0.2793,2.0,110184.0,0.2778,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,365000.0,https://www.mubawab-media.com/ad/8/285/428F/h/02_81775738.avif
16,0.2833,36.4561,10.7376,158.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.2694,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,680000.0,https://www.mubawab-media.com/ad/8/244/962F/h/gallery_81334392.avif
16,0.2833,36.4561,10.7376,80.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.2694,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/271/568F/h/gallery_81625362.avif
16,0.2833,36.4561,10.7376,105.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.271,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,390000.0,https://www.mubawab-media.com/ad/8/271/569F/h/gallery_81625372.avif
16,0.32,36.4561,10.7376,80.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.2794,4,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,395000.0,https://www.mubawab-media.com/ad/8/267/916F/h/1-7_81586867.avif
23,0.4,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.0,nan
1,0.32,36.8665,10.1647,151.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.312,4,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,445000.0,https://www.mubawab-media.com/ad/8/283/653F/h/WhatsApp%20Image%202025-10-23%20at%2009.28.00%20%281%29_81756323.avif
23,0.4,36.8769,10.3247,182.0,7.0,3.0,0.5,0.8015,2.0,2562.03,0.3093,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,436800.0,https://www.mubawab-media.com/ad/8/296/847F/h/177d9e83-c794-449f-844c-fb1b8c328e64_81897503.avif
1,0.3533,36.899,10.2358,61.0,2.0,2.0,0.5,0.4235,2.0,43985.0,0.339,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,215000.0,https://www.mubawab-media.com/ad/8/260/002F/h/thumb_1216301_property_xlarge_81487460.avif
16,0.2833,36.4561,10.7376,73.0,2.0,1.0,0.5,0.4454,2.0,154974.0,0.3402,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,335000.0,https://www.mubawab-media.com/ad/8/296/662F/h/thumb_1270355_property_xlarge_81895662.avif
1,0.32,36.8665,10.1647,70.0,2.0,1.0,0.5,0.5305,2.0,43985.0,0.3188,4,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,224000.0,https://www.mubawab-media.com/ad/8/233/761F/h/mon12_81226837.avif
1,0.32,36.8665,10.1647,212.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.3346,4,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,601000.0,https://www.mubawab-media.com/ad/7/616/180F/h/1673019727116_39255540.avif
23,0.4,36.8769,10.3247,66.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.277,4,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,285000.0,https://www.mubawab-media.com/ad/8/109/911F/h/V25-002019_79943362.avif
23,0.4,36.8769,10.3247,146.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.2738,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400000.0,https://www.mubawab-media.com/ad/8/296/617F/h/598760523_1197363125072224_5899168657788210535_n%20%281%29_81895224.avif
3,0.14,36.8,10.1,100.0,2.0,2.0,0.5,0.2793,2.0,110184.0,0.316,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205000.0,https://www.mubawab-media.com/ad/8/296/621F/h/thumb_1270417_property_large_81895240.avif
1,0.3533,36.899,10.2358,66.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.2746,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,238000.0,https://www.mubawab-media.com/ad/8/271/846F/h/thumb_1226647_property_xlarge_81628245.avif
16,0.2833,36.4561,10.7376,73.0,2.0,1.0,0.5,0.4454,2.0,154974.0,0.2758,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,300000.0,https://www.mubawab-media.com/ad/8/296/571F/h/thumb_1221453_property_big_81894761.avif
23,0.4,36.8769,10.3247,132.0,1.0,2.0,0.5,0.8015,2.0,2562.03,0.3244,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,427000.0,https://www.mubawab-media.com/ad/8/152/413F/h/regalia-nuit-1-1_36554497_80371764.avif
1,0.32,36.8665,10.1647,175.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.3116,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,400000.0,https://www.mubawab-media.com/ad/8/159/049F/h/29ee0d1d-1ed1-4648-8fdf-cd0f44d66a32_81437043.avif
20,0.26,35.8245,10.6346,141.0,4.0,3.0,0.5,0.517,2.0,150620.48,0.3168,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145000.0,https://www.mubawab-media.com/ad/8/296/546F/h/WhatsApp%20Image%202026-02-02%20at%2016.47.19_81894408.avif
1,0.3533,36.899,10.2358,70.0,2.0,2.0,0.5,0.4235,2.0,43985.0,0.316,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/275/425F/h/thumb_1230410_property_xlarge_81665352.avif
23,0.6867,36.819,10.1658,136.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3415,4,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,622000.0,https://www.mubawab-media.com/ad/7/928/578F/h/lac-immo-de-l-avenue_76293316_76293802.avif
3,0.14,36.8,10.1,92.0,3.0,2.0,0.5,0.2793,2.0,110184.0,0.2778,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,260000.0,https://www.mubawab-media.com/ad/8/285/429F/h/01_81775576.avif
3,0.14,36.8,10.1,107.0,2.0,2.0,0.5,0.2793,2.0,110184.0,0.3188,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230000.0,https://www.mubawab-media.com/ad/8/288/416F/h/thumb_1175742_property_large_81805630.avif
3,0.14,36.8,10.1,93.0,2.0,2.0,0.5,0.2793,2.0,110184.0,0.3136,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190000.0,https://www.mubawab-media.com/ad/8/282/097F/h/thumb_1235465_property_large_81742644.avif
3,0.14,36.8,10.1,75.0,2.0,1.0,0.5,0.2793,2.0,110184.0,0.3136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000.0,https://www.mubawab-media.com/ad/8/281/771F/h/thumb_1234823_property_large_81739262.avif
23,0.1867,36.8094,10.1414,100.0,4.0,3.0,0.5,0.3144,2.0,2562.03,0.277,4,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/173/763F/h/9a42743b-8eca-417b-8ae4-ebdbccbafc4c_80599277.avif
23,0.4,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.0,nan
1,0.32,36.8665,10.1647,117.0,3.0,2.0,0.5,0.5305,2.0,43985.0,0.2694,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,315000.0,https://www.mubawab-media.com/ad/8/262/785F/h/gallery_81526374.avif
23,0.1733,36.819,10.1658,185.0,3.0,2.0,0.5,0.6863,2.0,2562.03,0.2694,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377000.0,https://www.mubawab-media.com/ad/8/232/241F/h/gallery_81203513.avif
23,0.1733,36.819,10.1658,70.0,3.0,2.0,0.5,0.6863,2.0,2562.03,0.2694,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000.0,https://www.mubawab-media.com/ad/8/215/633F/h/35e3991d-5563-4396-a69c-cf01c1939279_81058509.avif
1,0.3533,36.899,10.2358,111.0,3.0,3.0,0.5,0.4235,2.0,43985.0,0.2774,4,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,370000.0,https://www.mubawab-media.com/ad/8/284/459F/h/thumb_1236701_property_xlarge_81764091.avif
13,0.16,36.8,10.1,115.0,3.0,2.0,0.5,0.2875,2.0,110184.0,0.2694,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,123000.0,https://www.mubawab-media.com/ad/8/155/345F/h/gallery_80411447.avif
13,0.16,36.8,10.1,97.0,3.0,2.0,0.5,0.2875,2.0,110184.0,0.2694,4,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,230000.0,https://www.mubawab-media.com/ad/8/244/727F/h/Entr%C3%A9e_81332102.avif
23,0.4,36.8769,10.3247,56.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3156,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195000.0,https://www.mubawab-media.com/ad/8/294/634F/h/thumb_1268448_property_large_81870941.avif
23,0.4,36.8769,10.3247,49.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.32,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,218000.0,https://www.mubawab-media.com/ad/8/257/879F/h/WhatsApp%20Image%202025-11-25%20at%2012.10.25%20PM%20%281%29_81470486.avif
23,0.4,36.8769,10.3247,67.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3172,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,266680.0,https://www.mubawab-media.com/ad/8/285/144F/h/WhatsApp%20Image%202026-01-12%20at%206.29.13%20PM_81771494.avif
23,0.4,36.8769,10.3247,57.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.318,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,216000.0,https://www.mubawab-media.com/ad/8/268/694F/h/Residence%20Marbella_Patio_16%20-%20Photo_81686461.avif
23,0.4,36.8769,10.3247,52.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.32,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,215000.0,https://www.mubawab-media.com/ad/8/249/107F/h/WhatsApp%20Image%202026-01-16%20at%201.43.21%20PM%20%283%29_81810837.avif
23,0.4,36.8769,10.3247,115.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3501,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,345000.0,https://www.mubawab-media.com/ad/8/284/280F/h/IMG-20251129-WA0011_81762426.avif
23,0.4,36.8769,10.3247,60.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3176,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,225000.0,https://www.mubawab-media.com/ad/8/296/144F/h/WhatsApp%20Image%202026-02-02%20at%201.37.00%20PM_81890381.avif
20,0.3067,35.8604,10.5953,108.0,3.0,2.0,0.5,0.3642,2.0,150620.48,0.279,4,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,309000.0,https://www.mubawab-media.com/ad/8/296/137F/h/Picture-86693929-4-watermark_81890319.avif
16,0.2833,36.4561,10.7376,90.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.3045,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,260000.0,https://www.mubawab-media.com/ad/8/069/839F/h/WhatsApp%20Image%202024-11-01%20at%2012.08.51_79554128.avif
3,0.1133,36.7533,10.2283,103.0,3.0,2.0,0.5,0.4302,2.0,114262.5,0.2694,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/8/214/068F/h/gallery_81006379.avif
1,0.3533,36.899,10.2358,107.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.3277,4,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,330000.0,https://www.mubawab-media.com/ad/8/283/278F/h/thumb_1230835_property_xlarge_81751997.avif
16,0.2833,36.4561,10.7376,95.0,2.0,2.0,0.5,0.4454,2.0,154974.0,0.2758,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,410000.0,https://www.mubawab-media.com/ad/8/252/401F/h/thumb_1206646_property_large_81409813.avif
1,0.3533,36.899,10.2358,58.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.2774,4,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,245000.0,https://www.mubawab-media.com/ad/8/295/959F/h/612193130_122273293040236584_3917765587103626587_n_81888344.avif
1,0.32,36.8665,10.1647,180.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.318,4,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,395000.0,https://www.mubawab-media.com/ad/8/276/554F/h/4d8d5569-18a5-40f5-8459-57757d91960e%20-%20Modifi%C3%A9_81678424.avif
1,0.3533,36.899,10.2358,83.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.277,4,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,340000.0,https://www.mubawab-media.com/ad/8/295/957F/h/622349693_122276454242236584_7574241534063666899_n_81888285.avif
3,0.14,36.8,10.1,61.0,2.0,1.0,0.5,0.2793,2.0,110184.0,0.3168,4,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/8/285/430F/h/PAGE%20DE%20GARDE_81774133_81774613.avif
1,0.332,36.8665,10.1647,140.0,4.0,3.0,0.5,0.247,2.0,43985.0,0.3363,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408000.0,https://www.mubawab-media.com/ad/8/164/001F/h/P2-O16_80564473.avif
23,0.4,36.8769,10.3247,46.0,3.0,1.0,0.5,0.8015,2.0,2562.03,0.3224,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,211000.0,https://www.mubawab-media.com/ad/8/274/852F/h/photo_00_81659392.avif
16,0.32,36.4561,10.7376,90.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.2778,4,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/297/608F/h/WhatsApp%20Image%202026-02-04%20at%2012.10.33%20%282%29_81905473.avif
1,0.3533,36.899,10.2358,155.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3116,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,530000.0,https://www.mubawab-media.com/ad/8/245/891F/h/salon_81344373.avif
1,0.3533,36.899,10.2358,270.0,5.0,4.0,0.5,0.4235,2.0,43985.0,0.3352,4,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1350000.0,https://www.mubawab-media.com/ad/8/298/864F/h/image_1_81921699.avif
23,0.6867,36.819,10.2358,115.0,3.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635000.0,nan
23,0.32,36.844,10.192,206.0,3.0,2.0,0.5,0.3403,2.0,43985.0,0.2694,4,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,475000.0,https://www.mubawab-media.com/ad/8/228/688F/h/gallery_81162997.avif
16,0.2367,36.8,10.1,250.0,3.0,3.0,0.5,0.2091,2.0,110184.0,0.3144,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,850000.0,https://www.mubawab-media.com/ad/8/144/659F/h/Sans%20titre_80295078.avif
16,0.13,36.8,10.1,100.0,2.0,2.0,0.5,0.2426,2.0,110184.0,0.3176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/8/269/871F/h/5_81607397.avif
20,0.3067,36.8,10.1,134.0,1.0,4.0,0.5,0.334,2.0,110184.0,0.3164,4,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,630000.0,https://www.mubawab-media.com/ad/8/127/876F/h/1_80126064.avif
20,0.0033,36.8,10.1,97.0,1.0,2.0,0.5,0.183,2.0,110184.0,0.2774,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,120000.0,https://www.mubawab-media.com/ad/8/199/198F/h/1_80853732.avif
20,0.3067,35.8604,10.5953,135.0,3.0,2.0,0.5,0.3642,2.0,150620.48,0.3297,4,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,563644.0,https://www.mubawab-media.com/ad/7/670/707F/h/Vue%204%20exterieur_44044207.avif
20,0.3067,35.8604,10.5953,95.0,3.0,2.0,0.5,0.3642,2.0,150620.48,0.2911,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,393633.0,https://www.mubawab-media.com/ad/7/670/704F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44043814.avif
1,0.3533,36.899,10.2358,147.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3112,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,430000.0,https://www.mubawab-media.com/ad/8/024/679F/h/thumb_936617_property_large_79107110.avif
20,0.3067,35.8604,10.5953,132.0,3.0,2.0,0.5,0.3642,2.0,150620.48,0.3412,4,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,620152.0,https://www.mubawab-media.com/ad/8/243/278F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44037075_81314966.avif
20,0.3067,35.8604,10.5953,148.0,4.0,3.0,0.5,0.3642,2.0,150620.48,0.3184,4,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,596785.0,https://www.mubawab-media.com/ad/8/243/277F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44037075_81314935.avif
20,0.3067,35.8604,10.5953,133.0,4.0,3.0,0.5,0.3642,2.0,150620.48,0.3188,4,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,538118.0,https://www.mubawab-media.com/ad/8/243/281F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44037075_81315083.avif
23,0.4,36.8769,10.3247,122.0,1.0,2.0,0.5,0.8015,2.0,2562.03,0.2734,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,335000.0,https://www.mubawab-media.com/ad/8/293/922F/h/Design%20sans%20titre%20-%202026-01-29T125709.060_81862918.avif
20,0.3067,35.8604,10.5953,150.0,4.0,3.0,0.5,0.3642,2.0,150620.48,0.322,4,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,621626.0,https://www.mubawab-media.com/ad/8/243/275F/h/NVWhatsApp%20Image%202022-12-20%20%C3%A0%2017.27.04_44037075_81314838.avif
23,0.1733,36.819,10.1658,90.0,4.0,3.0,0.5,0.6863,2.0,2562.03,0.316,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000.0,https://www.mubawab-media.com/ad/8/219/801F/h/img001_81067523.avif
23,0.5067,36.8528,10.3247,180.0,8.0,2.0,0.5,0.5388,2.0,2562.03,0.3274,4,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,2000000.0,https://www.mubawab-media.com/ad/8/295/420F/h/ebdd36ae-ff5f-47e6-bd5b-76da04bbb5fa_81882398.avif
